No	sitiran 1	case	sitiran 2	bentuk	acuan	speaker 3	speaker mdl dede	speaker 2	jender 1	file 1	File 2	Kesantunan	makna kesantunan	katagori bentuk 1	Fungsi 1	Fungsi 2	Fungsi 3	Fungsi 4	katagori ProN 1	katagori ProN 2	katagori ProN 3	Pronomina Unmarked	Pronomina Inklusif / eksklusif	Formal/informal	jender kuMtul
488	juga ngomong kayak gitu. (JA F 8, 108 110 Nava  ahehehe. makanya aaa..makanya	aku	mo menebus  semuanya sih sebenarnya. karena (JA F 8, 110 112 Nava  aaa.. nggak	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
489	...apa ya? untuk sekarang enjoynya di situ, gitu.  kalo untuk nyanyi,	aku	udah lamaaa banget nggak  nyanyi, gitu kan? untuk aaa.. JA F 8 144 146	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
490	saya.  (JA F 8, 156 158 Voni  nggak nyanyi? JA F 8 158 160 Voni  a.. kalo	aku	kan dulu itu guru vokal, kan?      betul       berempat cewek      betul      semua	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
491	. cuman sekarang udah nggak ada. JA F 8 181 183 Voni  karena, ya memang	aku	harus memilih antara satu itu,  gitu. nyanyi atau seni peran, gitu.	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
492	memilih antara satu itu,  gitu. nyanyi atau seni peran, gitu. dan	aku	karena  mm.. kurang flexible ya, nggak bisa, nggak bisa  flexible lah	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
493	ya, nggak bisa, nggak bisa  flexible lah saat itu, karena bukan	aku	sendiri nyanyi,  kecuali misalnya solo kayak Nava, lebih enak gitu  kan?	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
494	itu ada gitu untuk entertain  orang. jadi, untuk sementara ya udah,	aku	enjoy di  seni peran, ya udah jalanin aja. mungkin karena aku	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
495	, aku enjoy di  seni peran, ya udah jalanin aja. mungkin karena	aku	belum nikah dan punya anak juga kali ya? JA F 8 185 187 Voni	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
496	blum sih?  belum. busyet   lama banget loe. ahahaha JA F 8 192 193 Nava  .....	aku	bingung, dari yang dia pacarnya ama siapa,  pacarnya siapa,      asem        gitu	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
497	kali yah. JA F 8 202 204 Voni  enggak sih, nggak, nggak, nggak. cuman,	aku	tipe  yang jalanin aja itu. kalo misalnya di depan mata       ada	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
498	. JA F 8 215 217 Voni  seagama. JA F 8 217 219 Voni  trusss..ya bisa terima	aku	apa adanya. iss..gitu lah. JA F 8 219 223 Voni  simple ya? ahahaha	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
499	. iss..gitu lah. JA F 8 219 223 Voni  simple ya? ahahaha sebenarnya simple,	aku	orangnya  simple. mungkin orang luar ngeliatnya complicated  kali ya? cuman. JA	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
500	pacarnya banyak. (JA F 8, 229 231 Nava  Iya (JA F 8, 231 233 Nava  setau, setau	aku	sih dulu pacarnya itu banyak. (JA F 8, 233 234 Voni  hm? JA F 8 234 235	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
501	. (JA F 8, 240 241 Voni  dia nggak banyak JA F 8 241 242 Nava  tau kan	aku	iya, dia tipe yang lama kok       orangnya tipenya setia      dia tipe	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
502	jangan ketawa   (JA F 8, 279 281 Monica  nggak tau dia kenapa selalu mentertawai	aku	. (JA F 8, 281 283 Nava  iyah, jadi. ahahaha (JA F 8, 283 285 Nava  gua kalo	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
503	Monica, bawaannya pengen silaaat  mulu   (JA F 8, 285 288 Monica  karena jagoan imagenya	aku	kan? (JA F 8, 288 290 Nava  tapi aslinya jagoan juga lho. jadi, ibu	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
504	entah lah. (JA F 8, 293 295 Monica  suka, kita (JA F 8, 295 297 Monica  kalo	aku	kan go with the flow. apa yang ada tawaran  itu selama	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
505	...apa ya? punya  ekspetasi yang berlebihan dalam bidang kita lah.  bukannya	aku	nggak ini (JA F 8, 301 303 Monica  kata papa ku begitu. (JA F 8, 303 305	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
506	lebar yang pertama  dateng dulu kolosal. trus aa.. setelah sekian lama	aku	mengurus anak pertama lalu balik lagi ke dua ini,  tawaran pertama	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
507	pertama lagi yang datang di sinetron adalah       kolosal      kolosal lagi. dan	aku	setelah masuk di  dunia itu,      identik kolosal      tiba  tiba, tiba  tiba	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
508	menarik karena kan  beda  beda. jadi guru adalah jadi sosok yang	aku	mungkin murid yang paling dibenci ama guru  guru  ku, karena aku	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
509	aku  mungkin murid yang paling dibenci ama guru  guru  ku, karena	aku	anak nakal di sekolah,      kok bisa?            masa sih?      selalu melanggar peraturan,	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
510	,      kok bisa?            masa sih?      selalu melanggar peraturan, gitu kan?  tiba   tiba	aku	berperan menjadi guru, trrus aku  besoknya sekolah lagi gitu kan ketemu	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
511	melanggar peraturan, gitu kan?  tiba   tiba aku berperan menjadi guru, trrus	aku	besoknya sekolah lagi gitu kan ketemu ama guru  guru  lagi, itu	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
512	hanya,  mungkin kemarin  kemarinnya memang ladang  mencari uang, tapi dulu waktu	aku	masih  mendapatkan uang dari orangtua pun aku udah  mencintai ini karean	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
513	uang, tapi dulu waktu aku masih  mendapatkan uang dari orangtua pun	aku	udah  mencintai ini karean kita bisa menjadi a.. orang yang  berbeda	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
514	kan? SMA  mulai baru mulai shooting  shooting. (JA F 8, 322 324 Nava  nggak	aku	nyanyi langsung. (JA F 8, 324 326 Nava  iya, iya juga yah? (JA F 8, 326 327	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
515	. (JA F 8, 338 340 Monica  alhamdulillah aja, bahwa a.. Allah sudah mengatakan  rejeki	aku	masih diberikan rejeki sampai sekarang,  karena nggak banyak juga yang di	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
516	juga. mmm.. yang baru  baru yang nongol  trus ilang juga banyak.	aku	masih bisa stabil, nggak  pernah di papan yang terataaas sekali, tapi	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
517	ngurusin anak, rumah tangga, udah udah sibuk. (JA F 8, 402 404 Diah  ya,	aku	masih punya Uprit, masih punya yang masih  nam taun. jadi ya	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
518	perlu perhatian. jadi, kalo  cuma satu sin, dua sin ya ngebantu	aku	banget. jadi  nggak pulang malem gitu lho. pokoknya cepet. trus  gitu	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
519	udah gitu kan, udah gitu kan ditinggal nih, ditinggal.  mbka Diah,	aku	titip Nava, titip Nava, bapaknya  pulang ama ibunya kan? titipin aku.	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
520	, aku titip Nava, titip Nava, bapaknya  pulang ama ibunya kan? titipin	aku	. inget nggak yang  kita road show? (JA F 8, 446 447 Nava  ember. (JA	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
521	pake  lipstik tuh, mbak Diah. makanya (JA F 8, 454 456 Diah  mbak diah,	aku	sekamar ama mbak Diah. sekamar ma  aku boboknya, nggak boleh ama	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
522	F 8, 454 456 Diah  mbak diah, aku sekamar ama mbak Diah. sekamar ma	aku	boboknya, nggak boleh ama yang lain ama  ibunya.      ahahahaha      telfon malam	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
523	judul film kan  ngumpul gitu.      iya dulu kan gitu yah? jadi	aku	udah  kayak anak aja ngintilin      ...seru banget itu...dititipan  sama. (JA	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
524	banget. JA F 8 470 471 Monica  beda banget sekarang. (JA F 8, 471 473 Monica  kalo	aku	ya pribadi, merasa dulu itu kita benar  benar  family, kalo kita	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
525	kalo  makin kecil?      ahahaha      (JA F 8, 550 551 Diah       segini gitu lho      kalo	aku	ada, ada plus ada  minusnya. (JA F 8, 551 553 Diah  aaa.. kalo minusnya	aku	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 8  F.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Ft
526	oh, model semua? oooh.. (JA F 8, 323 Alvin  ahehehe. iya kan? maksud	aku	dari kecil udah biasa  kerja kan? (JA F 8, 325 Alvin  playground kalian	aku	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA F 8  HM.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Mt
527	? (JA F 8, 435 Alvin  mei kan? (JA F 8, 437 Alvin      semua tertawa     bukan	aku	yang ngomong ya Di..  ahahaha (JA F 8, 439 Alvin  road show mana? (	aku	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA F 8  HM.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Mt
528	kerja sama, atau susah cari partner  sebetulnya? (JA F 9,  13 Maia buat	aku	dengan, tadinya aku sempat yang stress karena a.jarang banget  grup	aku	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA F 9   HM  edit 1 des.txt	positive politeness	2. intimacy	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. aku/gue/-ku (intimate form)	1a. Pronomina Orang. I tunggal	1. 1st person	Pronominal Pronoun	Unmarked	inklusif informal	Informal	Mt
